cohort,column,language,metric,value
2017-08,payload.pull_request.base.repo.open_issues_count,ooc,25%,20.0
2017-08,payload.pull_request.base.repo.open_issues_count,wdl,25%,
2017-08,payload.pull_request.base.repo.open_issues_count,xBase,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,1C Enterprise,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,ABAP,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,AGS Script,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,AMPL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,ANTLR,25%,73.75
2017-09,payload.pull_request.base.repo.open_issues_count,API Blueprint,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,APL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,ASP,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,ATS,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,ActionScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ada,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Agda,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Alloy,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,AngelScript,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,ApacheConf,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Apex,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,AppleScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Arc,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Arduino,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,AspectJ,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Assembly,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Augeas,25%,101.0
2017-09,payload.pull_request.base.repo.open_issues_count,AutoHotkey,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,AutoIt,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Awk,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ballerina,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Batchfile,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Bison,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,BitBake,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,BlitzBasic,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,BlitzMax,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Bluespec,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Brainfuck,25%,4.75
2017-09,payload.pull_request.base.repo.open_issues_count,Brightscript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Bro,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,C,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,C#,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,C++,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,CLIPS,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,CMake,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,COBOL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,CSS,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,CWeb,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,CartoCSS,25%,400.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ceylon,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,Chapel,25%,406.0
2017-09,payload.pull_request.base.repo.open_issues_count,ChucK,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Cirru,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Clean,25%,2.5
2017-09,payload.pull_request.base.repo.open_issues_count,Clojure,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,CoffeeScript,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,ColdFusion,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Common Lisp,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Component Pascal,25%,6.0
2017-09,payload.pull_request.base.repo.open_issues_count,Cool,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Coq,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Crystal,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Csound,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Csound Document,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Cucumber,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Cuda,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,D,25%,6.0
2017-09,payload.pull_request.base.repo.open_issues_count,DIGITAL Command Language,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,DM,25%,51.0
2017-09,payload.pull_request.base.repo.open_issues_count,DOT,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,DTrace,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Dart,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,DataWeave,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Delphi,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Diff,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Dylan,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,E,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,ECL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,EQ,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Eagle,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Eiffel,25%,5.0
2017-09,payload.pull_request.base.repo.open_issues_count,Elixir,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Elm,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Emacs Lisp,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,EmberScript,25%,2.25
2017-09,payload.pull_request.base.repo.open_issues_count,Erlang,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,F#,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,FLUX,25%,7.0
2017-09,payload.pull_request.base.repo.open_issues_count,FORTRAN,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Factor,25%,503.25
2017-09,payload.pull_request.base.repo.open_issues_count,Forth,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Fortran,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,FreeMarker,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,GAMS,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,GAP,25%,7.5
2017-09,payload.pull_request.base.repo.open_issues_count,GCC Machine Description,25%,7.5
2017-09,payload.pull_request.base.repo.open_issues_count,GDB,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,GDScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,GLSL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Game Maker Language,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Genshi,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Gherkin,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Glyph,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Gnuplot,25%,148.0
2017-09,payload.pull_request.base.repo.open_issues_count,Go,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Gosu,25%,15.0
2017-09,payload.pull_request.base.repo.open_issues_count,Grammatical Framework,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Groff,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Groovy,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,HCL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,HLSL,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,HTML,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Hack,25%,2.5
2017-09,payload.pull_request.base.repo.open_issues_count,Handlebars,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Harbour,25%,23.5
2017-09,payload.pull_request.base.repo.open_issues_count,Haskell,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Haxe,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Hy,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,HyPhy,25%,29.5
2017-09,payload.pull_request.base.repo.open_issues_count,IDL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,IGOR Pro,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Idris,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,Inform 7,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Inno Setup,25%,6.0
2017-09,payload.pull_request.base.repo.open_issues_count,Io,25%,12.0
2017-09,payload.pull_request.base.repo.open_issues_count,Isabelle,25%,69.0
2017-09,payload.pull_request.base.repo.open_issues_count,Jasmin,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Java,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,JavaScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Jolie,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Julia,25%,5.0
2017-09,payload.pull_request.base.repo.open_issues_count,Jupyter Notebook,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,KiCad,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Kotlin,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,LLVM,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,LOLCODE,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,LSL,25%,8.0
2017-09,payload.pull_request.base.repo.open_issues_count,LabVIEW,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Lasso,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Lean,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Lex,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,LilyPond,25%,17.0
2017-09,payload.pull_request.base.repo.open_issues_count,Limbo,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Liquid,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,LiveScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Logos,25%,6.25
2017-09,payload.pull_request.base.repo.open_issues_count,Logtalk,25%,5.25
2017-09,payload.pull_request.base.repo.open_issues_count,LookML,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,LoomScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Lua,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,M,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,M4,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,MAXScript,25%,82.0
2017-09,payload.pull_request.base.repo.open_issues_count,MQL4,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,MQL5,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Makefile,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Mako,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,Mask,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Mathematica,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Matlab,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Max,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Mercury,25%,0.75
2017-09,payload.pull_request.base.repo.open_issues_count,Meson,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Metal,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Modelica,25%,7.0
2017-09,payload.pull_request.base.repo.open_issues_count,Modula-2,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Monkey,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,MoonScript,25%,4.5
2017-09,payload.pull_request.base.repo.open_issues_count,NCL,25%,26.0
2017-09,payload.pull_request.base.repo.open_issues_count,NSIS,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Nemerle,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,NetLogo,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,NewLisp,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Nginx,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Nim,25%,2.75
2017-09,payload.pull_request.base.repo.open_issues_count,Nimrod,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Nix,25%,2242.75
2017-09,payload.pull_request.base.repo.open_issues_count,OCaml,25%,9.0
2017-09,payload.pull_request.base.repo.open_issues_count,Objective-C,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Objective-C++,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Objective-J,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,OpenEdge ABL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,OpenSCAD,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ox,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Oz,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,P4,25%,81.0
2017-09,payload.pull_request.base.repo.open_issues_count,PAWN,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PHP,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PLSQL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PLpgSQL,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,POV-Ray SDL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Pan,25%,13.0
2017-09,payload.pull_request.base.repo.open_issues_count,Papyrus,25%,0.5
2017-09,payload.pull_request.base.repo.open_issues_count,Parrot,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Pascal,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Pep8,25%,2.25
2017-09,payload.pull_request.base.repo.open_issues_count,Perl,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Perl 6,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Perl6,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PicoLisp,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,PigLatin,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Pony,25%,209.75
2017-09,payload.pull_request.base.repo.open_issues_count,PostScript,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,PowerBuilder,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PowerShell,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Processing,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Prolog,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Propeller Spin,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Protocol Buffer,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Puppet,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Pure Data,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PureBasic,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,PureScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Python,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,QML,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,QMake,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,R,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,RAML,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,REALbasic,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,REXX,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Racket,25%,4.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ragel,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ragel in Ruby Host,25%,10.0
2017-09,payload.pull_request.base.repo.open_issues_count,Rascal,25%,5.0
2017-09,payload.pull_request.base.repo.open_issues_count,Rebol,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Red,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ren'Py,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,RenderScript,25%,21.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ring,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,RobotFramework,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Roff,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Ruby,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Rust,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,SAS,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,SMT,25%,112.0
2017-09,payload.pull_request.base.repo.open_issues_count,SQF,25%,2.0
2017-09,payload.pull_request.base.repo.open_issues_count,SQLPL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,SRecode Template,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,SaltStack,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Scala,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Scheme,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Scilab,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Self,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,ShaderLab,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Shell,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Shen,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Slash,25%,23.0
2017-09,payload.pull_request.base.repo.open_issues_count,Smali,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Smalltalk,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Smarty,25%,7.0
2017-09,payload.pull_request.base.repo.open_issues_count,SourcePawn,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Squirrel,25%,0.25
2017-09,payload.pull_request.base.repo.open_issues_count,Stan,25%,180.5
2017-09,payload.pull_request.base.repo.open_issues_count,Standard ML,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Stata,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,SuperCollider,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Swift,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,SystemVerilog,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,TI Program,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,TLA,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,TXL,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,Tcl,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,TeX,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Terra,25%,18.75
2017-09,payload.pull_request.base.repo.open_issues_count,Thrift,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Turing,25%,23.25
2017-09,payload.pull_request.base.repo.open_issues_count,TypeScript,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Uno,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,UnrealScript,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,UrWeb,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,VCL,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,VHDL,25%,0.5
2017-09,payload.pull_request.base.repo.open_issues_count,Vala,25%,12.0
2017-09,payload.pull_request.base.repo.open_issues_count,Verilog,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Vim script,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,VimL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Visual Basic,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Volt,25%,0.5
2017-09,payload.pull_request.base.repo.open_issues_count,Vue,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Web Ontology Language,25%,8.0
2017-09,payload.pull_request.base.repo.open_issues_count,WebAssembly,25%,81.0
2017-09,payload.pull_request.base.repo.open_issues_count,WebIDL,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,X10,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,XC,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,XML,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,XProc,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,XQuery,25%,1.5
2017-09,payload.pull_request.base.repo.open_issues_count,XS,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,XSLT,25%,1.0
2017-09,payload.pull_request.base.repo.open_issues_count,Xojo,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Xtend,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Yacc,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,Zephir,25%,3.0
2017-09,payload.pull_request.base.repo.open_issues_count,eC,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,nesC,25%,0.0
2017-09,payload.pull_request.base.repo.open_issues_count,ooc,25%,20.0
2017-09,payload.pull_request.base.repo.open_issues_count,wdl,25%,
2017-09,payload.pull_request.base.repo.open_issues_count,xBase,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,1C Enterprise,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,ABAP,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,AGS Script,25%,1.75
2017-10,payload.pull_request.base.repo.open_issues_count,AMPL,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,ANTLR,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,API Blueprint,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,APL,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,ASP,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,ATS,25%,2.0
2017-10,payload.pull_request.base.repo.open_issues_count,ActionScript,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Ada,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Agda,25%,1.25
2017-10,payload.pull_request.base.repo.open_issues_count,Alloy,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,AngelScript,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,ApacheConf,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Apex,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,AppleScript,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Arc,25%,2.5
2017-10,payload.pull_request.base.repo.open_issues_count,Arduino,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,AspectJ,25%,4.5
2017-10,payload.pull_request.base.repo.open_issues_count,Assembly,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Augeas,25%,90.75
2017-10,payload.pull_request.base.repo.open_issues_count,AutoHotkey,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,AutoIt,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Awk,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Ballerina,25%,26.0
2017-10,payload.pull_request.base.repo.open_issues_count,Batchfile,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Bison,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,BitBake,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,BlitzBasic,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,BlitzMax,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Bluespec,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Brainfuck,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Brightscript,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Bro,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,C,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,C#,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,C++,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,CLIPS,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,CMake,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,COBOL,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,CSS,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,CWeb,25%,14.0
2017-10,payload.pull_request.base.repo.open_issues_count,CartoCSS,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,Ceylon,25%,3.0
2017-10,payload.pull_request.base.repo.open_issues_count,Chapel,25%,420.0
2017-10,payload.pull_request.base.repo.open_issues_count,ChucK,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Cirru,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Clean,25%,0.75
2017-10,payload.pull_request.base.repo.open_issues_count,Clojure,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,CoffeeScript,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,ColdFusion,25%,3.0
2017-10,payload.pull_request.base.repo.open_issues_count,Common Lisp,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Component Pascal,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Cool,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Coq,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Crystal,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,Csound,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Csound Document,25%,9.0
2017-10,payload.pull_request.base.repo.open_issues_count,Cucumber,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Cuda,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,D,25%,5.0
2017-10,payload.pull_request.base.repo.open_issues_count,DIGITAL Command Language,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,DM,25%,39.0
2017-10,payload.pull_request.base.repo.open_issues_count,DOT,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,DTrace,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Dart,25%,2.0
2017-10,payload.pull_request.base.repo.open_issues_count,DataWeave,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Delphi,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,Diff,25%,2.0
2017-10,payload.pull_request.base.repo.open_issues_count,Dylan,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,E,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,ECL,25%,25.0
2017-10,payload.pull_request.base.repo.open_issues_count,EQ,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Eagle,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Eiffel,25%,7.25
2017-10,payload.pull_request.base.repo.open_issues_count,Elixir,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Elm,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Emacs Lisp,25%,1.0
2017-10,payload.pull_request.base.repo.open_issues_count,EmberScript,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Erlang,25%,2.0
2017-10,payload.pull_request.base.repo.open_issues_count,F#,25%,2.0
2017-10,payload.pull_request.base.repo.open_issues_count,FLUX,25%,
2017-10,payload.pull_request.base.repo.open_issues_count,FORTRAN,25%,0.0
2017-10,payload.pull_request.base.repo.open_issues_count,Factor,25%,504.25
