language1,language2,common_actors
Vue,C#,9
Vue,TypeScript,41
Vue,C,9
Vue,Shell,22
Vue,Scala,3
Vue,Swift,2
Vue,PowerShell,0
Vue,Rust,5
Vue,Objective-C,5
Vue,Jupyter Notebook,1
Vue,DM,0
Vue,R,2
Vue,Lua,0
Vue,Kotlin,3
Vue,Elixir,3
Vue,Perl,2
Vue,Vue,1275
Vue,Makefile,1
Vue,Groovy,0
Vue,Julia,0
Vue,Haskell,0
Vue,CoffeeScript,7
Vue,TeX,3
Vue,Clojure,0
Vue,HCL,1
Vue,OCaml,0
Vue,Vim script,4
Vue,XSLT,0
Vue,Nix,0
Vue,Matlab,0
Vue,CMake,0
Vue,Dart,1
Vue,Erlang,0
Vue,Puppet,0
Vue,Emacs Lisp,1
Vue,Smarty,3
Vue,PLpgSQL,0
Vue,Visual Basic,1
Vue,Fortran,0
Vue,Arduino,0
Vue,F#,0
Makefile,JavaScript,280
Makefile,Python,366
Makefile,Java,193
Makefile,HTML,170
Makefile,Ruby,141
Makefile,PHP,96
Makefile,C++,266
Makefile,Go,210
Makefile,CSS,145
Makefile,C#,28
Makefile,TypeScript,28
Makefile,C,326
Makefile,Shell,345
Makefile,Scala,14
Makefile,Swift,11
Makefile,PowerShell,0
Makefile,Rust,23
Makefile,Objective-C,27
Makefile,Jupyter Notebook,16
Makefile,DM,0
Makefile,R,6
Makefile,Lua,23
Makefile,Kotlin,4
Makefile,Elixir,5
Makefile,Perl,43
Makefile,Vue,1
Makefile,Makefile,1925
Makefile,Groovy,23
Makefile,Julia,2
Makefile,Haskell,11
Makefile,CoffeeScript,10
Makefile,TeX,18
Makefile,Clojure,8
Makefile,HCL,18
Makefile,OCaml,6
Makefile,Vim script,16
Makefile,XSLT,12
Makefile,Nix,4
Makefile,Matlab,2
Makefile,CMake,10
Makefile,Dart,0
Makefile,Erlang,10
Makefile,Puppet,6
Makefile,Emacs Lisp,10
Makefile,Smarty,9
Makefile,PLpgSQL,5
Makefile,Visual Basic,0
Makefile,Fortran,4
Makefile,Arduino,1
Makefile,F#,0
Groovy,JavaScript,161
Groovy,Python,161
Groovy,Java,320
Groovy,HTML,94
Groovy,Ruby,63
Groovy,PHP,17
Groovy,C++,21
Groovy,Go,85
Groovy,CSS,52
Groovy,C#,23
Groovy,TypeScript,33
Groovy,C,20
Groovy,Shell,214
Groovy,Scala,51
Groovy,Swift,7
Groovy,PowerShell,6
Groovy,Rust,7
Groovy,Objective-C,11
Groovy,Jupyter Notebook,3
Groovy,DM,0
Groovy,R,6
Groovy,Lua,4
Groovy,Kotlin,17
Groovy,Elixir,2
Groovy,Perl,5
Groovy,Vue,0
Groovy,Makefile,23
Groovy,Groovy,1144
Groovy,Julia,1
Groovy,Haskell,3
Groovy,CoffeeScript,5
Groovy,TeX,4
Groovy,Clojure,1
Groovy,HCL,16
Groovy,OCaml,0
Groovy,Vim script,2
Groovy,XSLT,10
Groovy,Nix,0
Groovy,Matlab,0
Groovy,CMake,2
Groovy,Dart,1
Groovy,Erlang,2
Groovy,Puppet,5
Groovy,Emacs Lisp,1
Groovy,Smarty,18
Groovy,PLpgSQL,4
Groovy,Visual Basic,1
Groovy,Fortran,0
Groovy,Arduino,1
Groovy,F#,0
Julia,JavaScript,18
Julia,Python,58
Julia,Java,1
Julia,HTML,27
Julia,Ruby,6
Julia,PHP,3
Julia,C++,25
Julia,Go,2
Julia,CSS,10
Julia,C#,0
Julia,TypeScript,4
Julia,C,17
Julia,Shell,16
Julia,Scala,3
Julia,Swift,0
Julia,PowerShell,1
Julia,Rust,4
Julia,Objective-C,0
Julia,Jupyter Notebook,44
Julia,DM,0
Julia,R,7
Julia,Lua,1
Julia,Kotlin,0
Julia,Elixir,0
Julia,Perl,2
Julia,Vue,0
Julia,Makefile,2
Julia,Groovy,1
Julia,Julia,503
Julia,Haskell,1
Julia,CoffeeScript,4
Julia,TeX,5
Julia,Clojure,1
Julia,HCL,0
Julia,OCaml,1
Julia,Vim script,2
Julia,XSLT,0
Julia,Nix,1
Julia,Matlab,7
Julia,CMake,4
Julia,Dart,1
Julia,Erlang,1
Julia,Puppet,0
Julia,Emacs Lisp,4
Julia,Smarty,0
Julia,PLpgSQL,0
Julia,Visual Basic,1
Julia,Fortran,3
Julia,Arduino,0
Julia,F#,0
Haskell,JavaScript,120
Haskell,Python,79
Haskell,Java,39
Haskell,HTML,68
Haskell,Ruby,38
Haskell,PHP,16
Haskell,C++,40
Haskell,Go,29
Haskell,CSS,30
Haskell,C#,9
Haskell,TypeScript,19
Haskell,C,40
Haskell,Shell,57
Haskell,Scala,24
Haskell,Swift,2
Haskell,PowerShell,3
Haskell,Rust,22
Haskell,Objective-C,2
Haskell,Jupyter Notebook,8
Haskell,DM,0
Haskell,R,1
Haskell,Lua,6
Haskell,Kotlin,4
Haskell,Elixir,7
Haskell,Perl,11
Haskell,Vue,0
Haskell,Makefile,11
Haskell,Groovy,3
Haskell,Julia,1
Haskell,Haskell,1075
Haskell,CoffeeScript,14
Haskell,TeX,27
Haskell,Clojure,8
Haskell,HCL,4
Haskell,OCaml,6
Haskell,Vim script,14
Haskell,XSLT,0
Haskell,Nix,29
Haskell,Matlab,2
Haskell,CMake,1
Haskell,Dart,1
Haskell,Erlang,1
Haskell,Puppet,0
Haskell,Emacs Lisp,14
Haskell,Smarty,1
Haskell,PLpgSQL,0
Haskell,Visual Basic,1
Haskell,Fortran,0
Haskell,Arduino,0
Haskell,F#,1
CoffeeScript,JavaScript,457
CoffeeScript,Python,112
CoffeeScript,Java,58
CoffeeScript,HTML,136
CoffeeScript,Ruby,133
CoffeeScript,PHP,54
CoffeeScript,C++,29
CoffeeScript,Go,53
CoffeeScript,CSS,115
CoffeeScript,C#,18
CoffeeScript,TypeScript,69
CoffeeScript,C,33
CoffeeScript,Shell,84
CoffeeScript,Scala,6
CoffeeScript,Swift,6
CoffeeScript,PowerShell,2
CoffeeScript,Rust,15
CoffeeScript,Objective-C,13
CoffeeScript,Jupyter Notebook,9
CoffeeScript,DM,0
CoffeeScript,R,2
CoffeeScript,Lua,4
CoffeeScript,Kotlin,3
CoffeeScript,Elixir,15
CoffeeScript,Perl,5
CoffeeScript,Vue,7
CoffeeScript,Makefile,10
CoffeeScript,Groovy,5
CoffeeScript,Julia,4
CoffeeScript,Haskell,14
CoffeeScript,CoffeeScript,1254
CoffeeScript,TeX,6
CoffeeScript,Clojure,5
CoffeeScript,HCL,2
CoffeeScript,OCaml,3
CoffeeScript,Vim script,7
CoffeeScript,XSLT,0
CoffeeScript,Nix,1
CoffeeScript,Matlab,2
CoffeeScript,CMake,1
CoffeeScript,Dart,3
CoffeeScript,Erlang,3
CoffeeScript,Puppet,0
CoffeeScript,Emacs Lisp,3
CoffeeScript,Smarty,1
CoffeeScript,PLpgSQL,2
CoffeeScript,Visual Basic,1
CoffeeScript,Fortran,0
CoffeeScript,Arduino,3
CoffeeScript,F#,0
TeX,JavaScript,126
TeX,Python,278
TeX,Java,82
TeX,HTML,152
TeX,Ruby,40
TeX,PHP,25
TeX,C++,123
TeX,Go,35
TeX,CSS,81
TeX,C#,23
TeX,TypeScript,16
TeX,C,99
TeX,Shell,87
TeX,Scala,20
TeX,Swift,1
TeX,PowerShell,0
TeX,Rust,24
TeX,Objective-C,0
TeX,Jupyter Notebook,56
TeX,DM,0
TeX,R,48
TeX,Lua,7
TeX,Kotlin,2
TeX,Elixir,1
TeX,Perl,8
TeX,Vue,3
TeX,Makefile,18
TeX,Groovy,4
TeX,Julia,5
TeX,Haskell,27
TeX,CoffeeScript,6
TeX,TeX,1666
TeX,Clojure,3
TeX,HCL,1
TeX,OCaml,6
TeX,Vim script,8
TeX,XSLT,7
TeX,Nix,2
TeX,Matlab,12
TeX,CMake,13
TeX,Dart,1
TeX,Erlang,1
TeX,Puppet,0
TeX,Emacs Lisp,3
TeX,Smarty,0
TeX,PLpgSQL,0
TeX,Visual Basic,1
TeX,Fortran,10
TeX,Arduino,4
TeX,F#,2
Clojure,JavaScript,116
Clojure,Python,68
Clojure,Java,79
Clojure,HTML,50
Clojure,Ruby,60
Clojure,PHP,9
Clojure,C++,19
Clojure,Go,26
Clojure,CSS,41
Clojure,C#,4
Clojure,TypeScript,6
Clojure,C,8
Clojure,Shell,53
Clojure,Scala,19
Clojure,Swift,4
Clojure,PowerShell,4
Clojure,Rust,17
Clojure,Objective-C,5
Clojure,Jupyter Notebook,3
Clojure,DM,0
Clojure,R,2
Clojure,Lua,2
Clojure,Kotlin,3
Clojure,Elixir,12
Clojure,Perl,5
Clojure,Vue,0
Clojure,Makefile,8
Clojure,Groovy,1
Clojure,Julia,1
Clojure,Haskell,8
Clojure,CoffeeScript,5
Clojure,TeX,3
Clojure,Clojure,888
Clojure,HCL,4
Clojure,OCaml,2
Clojure,Vim script,5
Clojure,XSLT,1
Clojure,Nix,2
Clojure,Matlab,0
Clojure,CMake,1
Clojure,Dart,0
Clojure,Erlang,11
Clojure,Puppet,8
Clojure,Emacs Lisp,19
Clojure,Smarty,0
Clojure,PLpgSQL,1
Clojure,Visual Basic,0
Clojure,Fortran,0
Clojure,Arduino,0
Clojure,F#,1
HCL,JavaScript,99
HCL,Python,117
HCL,Java,31
HCL,HTML,68
HCL,Ruby,99
HCL,PHP,10
HCL,C++,4
HCL,Go,111
HCL,CSS,51
HCL,C#,2
HCL,TypeScript,8
HCL,C,6
HCL,Shell,164
HCL,Scala,10
HCL,Swift,0
HCL,PowerShell,2
HCL,Rust,3
HCL,Objective-C,1
HCL,Jupyter Notebook,2
HCL,DM,0
HCL,R,4
HCL,Lua,1
HCL,Kotlin,1
HCL,Elixir,3
HCL,Perl,4
HCL,Vue,1
HCL,Makefile,18
HCL,Groovy,16
HCL,Julia,0
HCL,Haskell,4
HCL,CoffeeScript,2
HCL,TeX,1
HCL,Clojure,4
HCL,HCL,647
HCL,OCaml,0
HCL,Vim script,1
HCL,XSLT,0
HCL,Nix,1
HCL,Matlab,0
HCL,CMake,0
HCL,Dart,0
HCL,Erlang,0
HCL,Puppet,20
HCL,Emacs Lisp,1
HCL,Smarty,17
HCL,PLpgSQL,1
HCL,Visual Basic,0
HCL,Fortran,0
HCL,Arduino,0
HCL,F#,0
OCaml,JavaScript,64
OCaml,Python,32
OCaml,Java,12
OCaml,HTML,22
OCaml,Ruby,9
OCaml,PHP,2
OCaml,C++,18
OCaml,Go,8
OCaml,CSS,10
OCaml,C#,5
OCaml,TypeScript,5
OCaml,C,22
OCaml,Shell,30
OCaml,Scala,2
OCaml,Swift,2
OCaml,PowerShell,0
OCaml,Rust,9
OCaml,Objective-C,1
OCaml,Jupyter Notebook,4
OCaml,DM,0
OCaml,R,0
OCaml,Lua,2
OCaml,Kotlin,0
OCaml,Elixir,2
OCaml,Perl,0
OCaml,Vue,0
OCaml,Makefile,6
OCaml,Groovy,0
OCaml,Julia,1
OCaml,Haskell,6
OCaml,CoffeeScript,3
OCaml,TeX,6
OCaml,Clojure,2
OCaml,HCL,0
OCaml,OCaml,372
OCaml,Vim script,6
OCaml,XSLT,1
OCaml,Nix,0
OCaml,Matlab,0
OCaml,CMake,1
OCaml,Dart,0
OCaml,Erlang,2
OCaml,Puppet,0
OCaml,Emacs Lisp,4
OCaml,Smarty,0
OCaml,PLpgSQL,0
OCaml,Visual Basic,0
OCaml,Fortran,0
OCaml,Arduino,0
OCaml,F#,0
Vim script,JavaScript,146
Vim script,Python,114
Vim script,Java,23
Vim script,HTML,64
Vim script,Ruby,83
Vim script,PHP,29
Vim script,C++,34
Vim script,Go,58
Vim script,CSS,41
Vim script,C#,9
Vim script,TypeScript,20
Vim script,C,40
Vim script,Shell,101
Vim script,Scala,6
Vim script,Swift,4
Vim script,PowerShell,2
Vim script,Rust,14
Vim script,Objective-C,4
Vim script,Jupyter Notebook,5
Vim script,DM,0
Vim script,R,1
Vim script,Lua,7
Vim script,Kotlin,0
Vim script,Elixir,18
Vim script,Perl,13
Vim script,Vue,4
Vim script,Makefile,16
Vim script,Groovy,2
Vim script,Julia,2
Vim script,Haskell,14
Vim script,CoffeeScript,7
Vim script,TeX,8
Vim script,Clojure,5
Vim script,HCL,1
Vim script,OCaml,6
Vim script,Vim script,975
Vim script,XSLT,2
Vim script,Nix,1
Vim script,Matlab,0
Vim script,CMake,1
Vim script,Dart,3
Vim script,Erlang,2
Vim script,Puppet,6
Vim script,Emacs Lisp,9
Vim script,Smarty,1
Vim script,PLpgSQL,0
Vim script,Visual Basic,1
Vim script,Fortran,0
Vim script,Arduino,1
Vim script,F#,1
XSLT,JavaScript,88
XSLT,Python,67
XSLT,Java,112
XSLT,HTML,73
XSLT,Ruby,43
XSLT,PHP,37
XSLT,C++,32
XSLT,Go,16
XSLT,CSS,36
XSLT,C#,10
XSLT,TypeScript,12
XSLT,C,15
XSLT,Shell,64
XSLT,Scala,25
XSLT,Swift,4
XSLT,PowerShell,0
XSLT,Rust,4
XSLT,Objective-C,6
XSLT,Jupyter Notebook,6
XSLT,DM,0
XSLT,R,2
XSLT,Lua,2
XSLT,Kotlin,2
XSLT,Elixir,0
XSLT,Perl,9
XSLT,Vue,0
XSLT,Makefile,12
XSLT,Groovy,10
XSLT,Julia,0
XSLT,Haskell,0
XSLT,CoffeeScript,0
XSLT,TeX,7
XSLT,Clojure,1
XSLT,HCL,0
XSLT,OCaml,1
XSLT,Vim script,2
XSLT,XSLT,525
XSLT,Nix,0
XSLT,Matlab,1
XSLT,CMake,5
XSLT,Dart,1
XSLT,Erlang,2
XSLT,Puppet,0
XSLT,Emacs Lisp,2
XSLT,Smarty,1
XSLT,PLpgSQL,1
XSLT,Visual Basic,0
XSLT,Fortran,0
XSLT,Arduino,0
XSLT,F#,0
Nix,JavaScript,20
Nix,Python,25
Nix,Java,2
Nix,HTML,6
Nix,Ruby,2
Nix,PHP,2
Nix,C++,18
Nix,Go,8
Nix,CSS,3
Nix,C#,0
Nix,TypeScript,2
Nix,C,7
Nix,Shell,11
Nix,Scala,2
Nix,Swift,0
Nix,PowerShell,0
Nix,Rust,9
Nix,Objective-C,1
Nix,Jupyter Notebook,1
Nix,DM,0
Nix,R,0
Nix,Lua,1
Nix,Kotlin,1
Nix,Elixir,0
Nix,Perl,2
Nix,Vue,0
Nix,Makefile,4
Nix,Groovy,0
Nix,Julia,1
Nix,Haskell,29
Nix,CoffeeScript,1
Nix,TeX,2
Nix,Clojure,2
Nix,HCL,1
Nix,OCaml,0
Nix,Vim script,1
Nix,XSLT,0
Nix,Nix,216
Nix,Matlab,0
Nix,CMake,1
Nix,Dart,0
Nix,Erlang,1
Nix,Puppet,2
Nix,Emacs Lisp,9
Nix,Smarty,0
Nix,PLpgSQL,0
Nix,Visual Basic,0
Nix,Fortran,0
Nix,Arduino,0
Nix,F#,0
Matlab,JavaScript,26
Matlab,Python,97
Matlab,Java,36
Matlab,HTML,36
Matlab,Ruby,9
Matlab,PHP,5
Matlab,C++,40
Matlab,Go,4
Matlab,CSS,15
Matlab,C#,5
Matlab,TypeScript,1
Matlab,C,25
Matlab,Shell,13
Matlab,Scala,3
Matlab,Swift,1
Matlab,PowerShell,0
Matlab,Rust,1
Matlab,Objective-C,3
Matlab,Jupyter Notebook,31
Matlab,DM,0
Matlab,R,4
Matlab,Lua,1
Matlab,Kotlin,2
Matlab,Elixir,0
Matlab,Perl,0
Matlab,Vue,0
Matlab,Makefile,2
Matlab,Groovy,0
Matlab,Julia,7
Matlab,Haskell,2
Matlab,CoffeeScript,2
Matlab,TeX,12
Matlab,Clojure,0
Matlab,HCL,0
Matlab,OCaml,0
Matlab,Vim script,0
Matlab,XSLT,1
Matlab,Nix,0
Matlab,Matlab,967
Matlab,CMake,4
Matlab,Dart,0
Matlab,Erlang,0
Matlab,Puppet,0
Matlab,Emacs Lisp,1
Matlab,Smarty,1
Matlab,PLpgSQL,0
Matlab,Visual Basic,0
Matlab,Fortran,2
Matlab,Arduino,2
Matlab,F#,0
CMake,JavaScript,52
CMake,Python,203
CMake,Java,22
CMake,HTML,48
CMake,Ruby,17
CMake,PHP,11
CMake,C++,271
CMake,Go,9
CMake,CSS,24
CMake,C#,11
CMake,TypeScript,6
CMake,C,64
CMake,Shell,74
CMake,Scala,0
CMake,Swift,1
CMake,PowerShell,3
CMake,Rust,7
CMake,Objective-C,4
CMake,Jupyter Notebook,26
CMake,DM,0
CMake,R,3
CMake,Lua,4
CMake,Kotlin,2
CMake,Elixir,0
CMake,Perl,1
CMake,Vue,0
CMake,Makefile,10
CMake,Groovy,2
CMake,Julia,4
CMake,Haskell,1
CMake,CoffeeScript,1
CMake,TeX,13
CMake,Clojure,1
CMake,HCL,0
CMake,OCaml,1
CMake,Vim script,1
CMake,XSLT,5
CMake,Nix,1
CMake,Matlab,4
CMake,CMake,748
CMake,Dart,1
CMake,Erlang,1
CMake,Puppet,1
CMake,Emacs Lisp,3
CMake,Smarty,0
CMake,PLpgSQL,1
CMake,Visual Basic,1
CMake,Fortran,7
CMake,Arduino,3
CMake,F#,0
Dart,JavaScript,30
Dart,Python,20
Dart,Java,28
Dart,HTML,18
Dart,Ruby,9
Dart,PHP,4
Dart,C++,25
Dart,Go,9
Dart,CSS,23
Dart,C#,1
Dart,TypeScript,6
Dart,C,5
Dart,Shell,3
Dart,Scala,2
Dart,Swift,5
Dart,PowerShell,2
Dart,Rust,2
Dart,Objective-C,3
Dart,Jupyter Notebook,0
Dart,DM,0
Dart,R,0
Dart,Lua,1
Dart,Kotlin,1
Dart,Elixir,0
Dart,Perl,1
Dart,Vue,1
Dart,Makefile,0
Dart,Groovy,1
Dart,Julia,1
Dart,Haskell,1
Dart,CoffeeScript,3
Dart,TeX,1
Dart,Clojure,0
Dart,HCL,0
Dart,OCaml,0
Dart,Vim script,3
Dart,XSLT,1
Dart,Nix,0
Dart,Matlab,0
Dart,CMake,1
Dart,Dart,260
Dart,Erlang,1
Dart,Puppet,0
Dart,Emacs Lisp,1
Dart,Smarty,0
Dart,PLpgSQL,0
Dart,Visual Basic,1
Dart,Fortran,0
Dart,Arduino,0
Dart,F#,0
Erlang,JavaScript,43
Erlang,Python,42
Erlang,Java,15
Erlang,HTML,18
Erlang,Ruby,21
Erlang,PHP,11
Erlang,C++,20
Erlang,Go,16
Erlang,CSS,13
Erlang,C#,4
Erlang,TypeScript,7
Erlang,C,27
Erlang,Shell,38
Erlang,Scala,5
Erlang,Swift,3
Erlang,PowerShell,2
Erlang,Rust,9
Erlang,Objective-C,5
Erlang,Jupyter Notebook,1
Erlang,DM,0
Erlang,R,0
Erlang,Lua,3
Erlang,Kotlin,2
Erlang,Elixir,29
Erlang,Perl,3
Erlang,Vue,0
Erlang,Makefile,10
Erlang,Groovy,2
Erlang,Julia,1
Erlang,Haskell,1
Erlang,CoffeeScript,3
Erlang,TeX,1
Erlang,Clojure,11
Erlang,HCL,0
Erlang,OCaml,2
Erlang,Vim script,2
Erlang,XSLT,2
Erlang,Nix,1
Erlang,Matlab,0
Erlang,CMake,1
Erlang,Dart,1
Erlang,Erlang,396
Erlang,Puppet,0
Erlang,Emacs Lisp,6
Erlang,Smarty,0
Erlang,PLpgSQL,3
Erlang,Visual Basic,1
Erlang,Fortran,0
Erlang,Arduino,0
Erlang,F#,0
Puppet,JavaScript,57
Puppet,Python,76
Puppet,Java,21
Puppet,HTML,85
Puppet,Ruby,184
Puppet,PHP,22
Puppet,C++,8
Puppet,Go,18
Puppet,CSS,58
Puppet,C#,1
Puppet,TypeScript,1
Puppet,C,6
Puppet,Shell,70
Puppet,Scala,3
Puppet,Swift,2
Puppet,PowerShell,3
Puppet,Rust,0
Puppet,Objective-C,0
Puppet,Jupyter Notebook,1
Puppet,DM,0
Puppet,R,1
Puppet,Lua,2
Puppet,Kotlin,0
Puppet,Elixir,2
Puppet,Perl,10
Puppet,Vue,0
Puppet,Makefile,6
Puppet,Groovy,5
Puppet,Julia,0
Puppet,Haskell,0
Puppet,CoffeeScript,0
Puppet,TeX,0
Puppet,Clojure,8
Puppet,HCL,20
Puppet,OCaml,0
Puppet,Vim script,6
Puppet,XSLT,0
Puppet,Nix,2
Puppet,Matlab,0
Puppet,CMake,1
Puppet,Dart,0
Puppet,Erlang,0
Puppet,Puppet,498
Puppet,Emacs Lisp,0
Puppet,Smarty,1
Puppet,PLpgSQL,1
Puppet,Visual Basic,0
Puppet,Fortran,0
Puppet,Arduino,0
Puppet,F#,0
Emacs Lisp,JavaScript,61
Emacs Lisp,Python,68
Emacs Lisp,Java,22
Emacs Lisp,HTML,31
Emacs Lisp,Ruby,36
Emacs Lisp,PHP,16
Emacs Lisp,C++,27
Emacs Lisp,Go,28
Emacs Lisp,CSS,25
Emacs Lisp,C#,3
Emacs Lisp,TypeScript,8
Emacs Lisp,C,20
Emacs Lisp,Shell,46
Emacs Lisp,Scala,8
Emacs Lisp,Swift,2
Emacs Lisp,PowerShell,2
Emacs Lisp,Rust,10
Emacs Lisp,Objective-C,4
Emacs Lisp,Jupyter Notebook,5
Emacs Lisp,DM,0
Emacs Lisp,R,4
Emacs Lisp,Lua,2
Emacs Lisp,Kotlin,2
Emacs Lisp,Elixir,4
Emacs Lisp,Perl,10
Emacs Lisp,Vue,1
Emacs Lisp,Makefile,10
Emacs Lisp,Groovy,1
Emacs Lisp,Julia,4
Emacs Lisp,Haskell,14
Emacs Lisp,CoffeeScript,3
Emacs Lisp,TeX,3
Emacs Lisp,Clojure,19
Emacs Lisp,HCL,1
Emacs Lisp,OCaml,4
Emacs Lisp,Vim script,9
Emacs Lisp,XSLT,2
Emacs Lisp,Nix,9
Emacs Lisp,Matlab,1
Emacs Lisp,CMake,3
Emacs Lisp,Dart,1
Emacs Lisp,Erlang,6
Emacs Lisp,Puppet,0
Emacs Lisp,Emacs Lisp,625
Emacs Lisp,Smarty,0
Emacs Lisp,PLpgSQL,0
Emacs Lisp,Visual Basic,1
Emacs Lisp,Fortran,0
Emacs Lisp,Arduino,0
Emacs Lisp,F#,1
Smarty,JavaScript,58
Smarty,Python,57
Smarty,Java,27
Smarty,HTML,31
Smarty,Ruby,25
Smarty,PHP,25
Smarty,C++,5
Smarty,Go,68
Smarty,CSS,21
Smarty,C#,4
Smarty,TypeScript,15
Smarty,C,3
Smarty,Shell,79
Smarty,Scala,10
Smarty,Swift,1
Smarty,PowerShell,1
Smarty,Rust,3
Smarty,Objective-C,2
Smarty,Jupyter Notebook,3
Smarty,DM,0
Smarty,R,2
Smarty,Lua,2
Smarty,Kotlin,0
Smarty,Elixir,0
Smarty,Perl,7
Smarty,Vue,3
Smarty,Makefile,9
Smarty,Groovy,18
Smarty,Julia,0
Smarty,Haskell,1
Smarty,CoffeeScript,1
Smarty,TeX,0
Smarty,Clojure,0
Smarty,HCL,17
Smarty,OCaml,0
Smarty,Vim script,1
Smarty,XSLT,1
Smarty,Nix,0
Smarty,Matlab,1
Smarty,CMake,0
Smarty,Dart,0
Smarty,Erlang,0
Smarty,Puppet,1
Smarty,Emacs Lisp,0
Smarty,Smarty,336
Smarty,PLpgSQL,0
Smarty,Visual Basic,0
Smarty,Fortran,0
Smarty,Arduino,0
Smarty,F#,0
PLpgSQL,JavaScript,117
PLpgSQL,Python,63
PLpgSQL,Java,36
PLpgSQL,HTML,52
PLpgSQL,Ruby,19
PLpgSQL,PHP,12
PLpgSQL,C++,16
PLpgSQL,Go,12
PLpgSQL,CSS,33
PLpgSQL,C#,5
PLpgSQL,TypeScript,12
PLpgSQL,C,19
PLpgSQL,Shell,31
PLpgSQL,Scala,4
PLpgSQL,Swift,0
PLpgSQL,PowerShell,3
PLpgSQL,Rust,2
PLpgSQL,Objective-C,0
PLpgSQL,Jupyter Notebook,6
PLpgSQL,DM,0
PLpgSQL,R,7
PLpgSQL,Lua,1
PLpgSQL,Kotlin,2
PLpgSQL,Elixir,0
PLpgSQL,Perl,5
PLpgSQL,Vue,0
PLpgSQL,Makefile,5
PLpgSQL,Groovy,4
PLpgSQL,Julia,0
PLpgSQL,Haskell,0
PLpgSQL,CoffeeScript,2
PLpgSQL,TeX,0
PLpgSQL,Clojure,1
PLpgSQL,HCL,1
PLpgSQL,OCaml,0
PLpgSQL,Vim script,0
PLpgSQL,XSLT,1
PLpgSQL,Nix,0
PLpgSQL,Matlab,0
PLpgSQL,CMake,1
PLpgSQL,Dart,0
PLpgSQL,Erlang,3
PLpgSQL,Puppet,1
PLpgSQL,Emacs Lisp,0
PLpgSQL,Smarty,0
PLpgSQL,PLpgSQL,360
PLpgSQL,Visual Basic,0
PLpgSQL,Fortran,0
PLpgSQL,Arduino,0
PLpgSQL,F#,0
Visual Basic,JavaScript,29
Visual Basic,Python,16
Visual Basic,Java,16
Visual Basic,HTML,13
Visual Basic,Ruby,3
Visual Basic,PHP,14
Visual Basic,C++,16
Visual Basic,Go,1
Visual Basic,CSS,9
Visual Basic,C#,24
Visual Basic,TypeScript,4
Visual Basic,C,5
Visual Basic,Shell,7
Visual Basic,Scala,2
Visual Basic,Swift,0
Visual Basic,PowerShell,3
Visual Basic,Rust,2
Visual Basic,Objective-C,0
Visual Basic,Jupyter Notebook,1
Visual Basic,DM,0
Visual Basic,R,0
Visual Basic,Lua,2
Visual Basic,Kotlin,1
Visual Basic,Elixir,0
Visual Basic,Perl,3
Visual Basic,Vue,1
Visual Basic,Makefile,0
Visual Basic,Groovy,1
Visual Basic,Julia,1
Visual Basic,Haskell,1
Visual Basic,CoffeeScript,1
Visual Basic,TeX,1
Visual Basic,Clojure,0
Visual Basic,HCL,0
Visual Basic,OCaml,0
Visual Basic,Vim script,1
Visual Basic,XSLT,0
Visual Basic,Nix,0
Visual Basic,Matlab,0
Visual Basic,CMake,1
Visual Basic,Dart,1
Visual Basic,Erlang,1
Visual Basic,Puppet,0
Visual Basic,Emacs Lisp,1
Visual Basic,Smarty,0
Visual Basic,PLpgSQL,0
Visual Basic,Visual Basic,369
Visual Basic,Fortran,3
Visual Basic,Arduino,2
Visual Basic,F#,0
Fortran,JavaScript,9
Fortran,Python,51
Fortran,Java,6
Fortran,HTML,11
Fortran,Ruby,3
Fortran,PHP,1
Fortran,C++,38
Fortran,Go,2
Fortran,CSS,7
Fortran,C#,4
Fortran,TypeScript,2
Fortran,C,33
Fortran,Shell,19
Fortran,Scala,1
Fortran,Swift,0
Fortran,PowerShell,0
Fortran,Rust,2
Fortran,Objective-C,0
Fortran,Jupyter Notebook,16
Fortran,DM,0
Fortran,R,5
Fortran,Lua,1
Fortran,Kotlin,0
Fortran,Elixir,0
Fortran,Perl,1
Fortran,Vue,0
Fortran,Makefile,4
Fortran,Groovy,0
Fortran,Julia,3
Fortran,Haskell,0
Fortran,CoffeeScript,0
Fortran,TeX,10
Fortran,Clojure,0
Fortran,HCL,0
Fortran,OCaml,0
Fortran,Vim script,0
Fortran,XSLT,0
Fortran,Nix,0
Fortran,Matlab,2
Fortran,CMake,7
Fortran,Dart,0
Fortran,Erlang,0
Fortran,Puppet,0
Fortran,Emacs Lisp,0
Fortran,Smarty,0
Fortran,PLpgSQL,0
Fortran,Visual Basic,3
Fortran,Fortran,362
Fortran,Arduino,0
Fortran,F#,0
Arduino,JavaScript,62
Arduino,Python,78
Arduino,Java,34
Arduino,HTML,50
Arduino,Ruby,14
Arduino,PHP,9
Arduino,C++,70
Arduino,Go,11
Arduino,CSS,27
Arduino,C#,11
Arduino,TypeScript,9
Arduino,C,38
Arduino,Shell,22
Arduino,Scala,0
Arduino,Swift,2
Arduino,PowerShell,1
Arduino,Rust,1
Arduino,Objective-C,3
Arduino,Jupyter Notebook,4
Arduino,DM,0
Arduino,R,0
Arduino,Lua,2
Arduino,Kotlin,0
Arduino,Elixir,2
Arduino,Perl,0
Arduino,Vue,0
Arduino,Makefile,1
Arduino,Groovy,1
Arduino,Julia,0
Arduino,Haskell,0
